MYNamespaceID,MYObjectID,MZDateEdited,MYCollectionID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],MYDatasetID[4],MYDatasetID[5],MYStatus,MYOriginalSpecimenID,MYVerificationStatus[0],MYDocumentLocation,MYPublication[0],MYPublication[1],MYSeparatedFrom,MYPreservation[0],MYPreservation[1],MYLanguage,MYDNASampleLocation,MYGathering[0][MYLeg][0],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYHabitatDescription],MYGathering[0][MYNotes],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYCoordinateSystem],MYGathering[0][MYCoordinateSource],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYGathering[0][MYCountry],MYGathering[0][MYAdministrativeProvince],MYGathering[0][MYDateVerbatim],MYGathering[0][MYMunicipality],MYGathering[0][MYLocality],MYGathering[0][MYSamplingMethod],MYGathering[0][MYLocalityDescription],MYGathering[0][MYCollectingEventName],MYGathering[0][MYUnit][0][MYRecordBasis],MYGathering[0][MYUnit][0][MYLifeStage],MYGathering[0][MYUnit][0][MYSex],MYGathering[0][MYUnit][0][MYNotes],MYGathering[0][MYUnit][0][MYCount],MYGathering[0][MYUnit][0][MYMacroscopy],MYGathering[0][MYUnit][0][MYMeasurement][MYBodyMillimeters][0],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxonRank],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYUnit][0][MYIdentification][0][MYAuthor],MYGathering[0][MYUnit][0][MYIdentification][0][MYDet],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeStatus],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeSpecies],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeAuthor],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypifDate],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeVerification],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeBasionymePubl],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypePubl]
utu:ZMUT,5835,2022-07-24T22:04:50+0300,HR.1648,GX.1930,GX.1931,GX.1969,GX.1989,GX.1998,,Ok,,Ok,172/20/BOX1,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K15T4-150518,Pinned,,english,,"Hopkins, Tapani",04.05.2015,20.05.2015,"Medium altitude moist evergreen forest, disturbed forest (40% basal area logged 1968-1969). 

Trap site description:
Disturbed forest with tall reasonably closed canopy. Moderate undergrowth. Trap spans a narrow long gap in the canopy.

Original trap site description (verbatim as written in Uganda 2014): 
This is the same site as K15-17, but the trap is some metres from that of 2011. There is a natural, long and quite wide gap running north, with a small tree (or possibly branch) along part of its length. May have formed when a tree fell. The trap spans this gap, so that insects flying along the east side of the fallen trunk (which butterflies were doing in large numbers) will go straight in the trap. Once we put the trap up they seemed not to fly there though, so it may be too visible an obstacle (or the lighting etc may have changed). I caught an ichneumonid here, A11.",,0.584511,30.367429,Wgs84,Gps,1505.809692,,Uganda,Kabarole district,04.05.2015 10:40 - 20.05.2015 11:00,Fort Portal,Kibale National Park,Malaise,"Site K15, Malaise trap K15T4, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa quagga,"Hopkins et al., 2019","Hopkins, Tapani",,,,,,,
utu:ZMUT,5836,2019-10-24T18:53:11+0300,HR.1990,GX.1930,GX.1931,GX.1969,GX.1989,GX.1998,,Ok,,Ok,172/1/BOX10,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K15T4-150518,Pinned,,english,,"Hopkins, Tapani",04.05.2015,20.05.2015,"Medium altitude moist evergreen forest, disturbed forest (40% basal area logged 1968-1969). 

Trap site description:
Disturbed forest with tall reasonably closed canopy. Moderate undergrowth. Trap spans a narrow long gap in the canopy.

Original trap site description (verbatim as written in Uganda 2014): 
This is the same site as K15-17, but the trap is some metres from that of 2011. There is a natural, long and quite wide gap running north, with a small tree (or possibly branch) along part of its length. May have formed when a tree fell. The trap spans this gap, so that insects flying along the east side of the fallen trunk (which butterflies were doing in large numbers) will go straight in the trap. Once we put the trap up they seemed not to fly there though, so it may be too visible an obstacle (or the lighting etc may have changed). I caught an ichneumonid here, A11.",,0.584511,30.367429,Wgs84,Gps,1505.809692,,Uganda,Kabarole district,04.05.2015 10:40 - 20.05.2015 11:00,Fort Portal,Kibale National Park,Malaise,"Site K15, Malaise trap K15T4, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,antenna segments: 32; T1: 3.3,9.6,species,Epirhyssa quagga,"Hopkins et al., 2019","Hopkins, Tapani",Paratype,Epirhyssa quagga,"Hopkins et al., 2019",2019,Verified,https://doi.org/10.3897/zookeys.878.37845,https://doi.org/10.3897/zookeys.878.37845
utu:ZMUT,5837,2022-07-24T22:07:36+0300,HR.1648,GX.1930,GX.1931,GX.1972,GX.1990,GX.1998,,Ok,,Ok,172/20/BOX6,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K13T3-150518,Pinned,,english,,"Hopkins, Tapani",04.05.2015,20.05.2015,"Medium altitude moist evergreen forest, disturbed forest (50% basal area logged 1968-1969 and arboricides sprayed). 

Trap site description:
Disturbed forest with dense but low stature vegetation. The trap is in a clearer area in the shade of a tree (Olea capensis 140.5cm diameter)

Original trap site description (verbatim as written in Uganda 2014): 
Trap near K13-03. Clearer vegetation under an Olea tree which gives shade. Not as much undergrowth around the tree as in the surroundings. The trap is ca 2 metres from tree, between two smaller trees. There is a rotting stump near the Olea tree.",,0.592748,30.361554,Wgs84,Gps,1491.765869,,Uganda,Kabarole district,04.05.2015 09:37 - 20.05.2015 09:30,Fort Portal,Kibale National Park,Malaise,"Site K13, Malaise trap K13T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5838,2022-07-24T22:07:00+0300,HR.1648,GX.1930,GX.1931,GX.1964,GX.1988,GX.1998,,Ok,,Ok,172/20/BOX4,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T3-150730,Pinned,,english,,"Hopkins, Tapani",16.07.2015,30.07.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Edge of closed canopy forest, swampy ground lining the Dura river. Dense undergrowth in vicinity apparently due to forest disturbance (elephants / natural disturbance?). Trap was partly over an open water pool.

Original trap site description (verbatim as written in Uganda 2014): 
K31 river bank, or more precisely the swampy ground that lines the Dura river. The trap is by the edge between K15 type open canopy forest on one side and the swamp on the other. There is a boggy passage (probably a stream but barely flows except when it rains) running along the edge in the swamp, and at the upstream end this joins a 5m diameter pond/bog with very low vegetation. The trap spans the entrance to this passage from the bog (and may be quite difficult to empty when it rains). The forest near the trap has lots of Palisota, and just four metres or so from the trap there are some freshly fallen branches from a tree.",,0.535964,30.346885,Wgs84,Gps,1448.944702,,Uganda,Kabarole district,16.07.2015 11:11 - 30.07.2015 10:10,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5839,2022-07-24T22:07:01+0300,HR.1648,GX.1930,GX.1931,GX.1964,GX.1988,GX.1998,,Ok,,Ok,172/20/BOX4,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T3-150730,Pinned,,english,,"Hopkins, Tapani",16.07.2015,30.07.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Edge of closed canopy forest, swampy ground lining the Dura river. Dense undergrowth in vicinity apparently due to forest disturbance (elephants / natural disturbance?). Trap was partly over an open water pool.

Original trap site description (verbatim as written in Uganda 2014): 
K31 river bank, or more precisely the swampy ground that lines the Dura river. The trap is by the edge between K15 type open canopy forest on one side and the swamp on the other. There is a boggy passage (probably a stream but barely flows except when it rains) running along the edge in the swamp, and at the upstream end this joins a 5m diameter pond/bog with very low vegetation. The trap spans the entrance to this passage from the bog (and may be quite difficult to empty when it rains). The forest near the trap has lots of Palisota, and just four metres or so from the trap there are some freshly fallen branches from a tree.",,0.535964,30.346885,Wgs84,Gps,1448.944702,,Uganda,Kabarole district,16.07.2015 11:11 - 30.07.2015 10:10,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5840,2022-07-24T22:07:36+0300,HR.1648,GX.1930,GX.1931,GX.1963,GX.1988,GX.1998,,Ok,,Ok,172/20/BOX6,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T2-150826,Pinned,,english,,"Hopkins, Tapani",14.08.2015,26.08.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Closed canopy swamp with several streams. Trap was next to a palm tree (Phoenix reclinata?)

Original trap site description (verbatim as written in Uganda 2014): 
Makaranga swamp with palms and other dinosaur forest reminiscent plants (almost the only place in the whole of Kibale that i've seen palms). Also Palisota. The trap spans a path made by elephants, that runs past a clump of mixed palm fronds and Makaranga. Semi-shaded.",,0.542691,30.348186,Wgs84,Gps,1455.981323,,Uganda,Kabarole district,14.08.2015 10:27 - 26.08.2015 10:55,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5841,2022-07-24T22:07:36+0300,HR.1648,GX.1930,GX.1931,GX.1950,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX6,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T1-150811,Pinned,,english,,"Hopkins, Tapani",28.07.2015,11.08.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest with moderate Aframomum sp. undergrowth.

Original trap site description (verbatim as written in Uganda 2014): 
K30 slope. Tall shading forest but some undergrowth. (fallen tree nearby) Lots of Afromamum. Near K30-03. Not sure of this site, since the 'passage' I've placed it by is very vague. Saw a possible Cryptinae here.",,0.553325,30.362964,Wgs84,Gps,1493.41394,,Uganda,Kabarole district,28.07.2015 08:27 - 11.08.2015 10:18,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5842,2022-07-24T22:07:39+0300,HR.1648,GX.1930,GX.1931,GX.1963,GX.1988,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T2-150912,Pinned,,english,,"Hopkins, Tapani",26.08.2015,12.09.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Closed canopy swamp with several streams. Trap was next to a palm tree (Phoenix reclinata?)

Original trap site description (verbatim as written in Uganda 2014): 
Makaranga swamp with palms and other dinosaur forest reminiscent plants (almost the only place in the whole of Kibale that i've seen palms). Also Palisota. The trap spans a path made by elephants, that runs past a clump of mixed palm fronds and Makaranga. Semi-shaded.",,0.542691,30.348186,Wgs84,Gps,1455.981323,,Uganda,Kabarole district,26.08.2015 10:55 - 12.09.2015 10:00,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5843,2022-07-24T22:07:39+0300,HR.1648,GX.1930,GX.1931,GX.1950,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T1-150909,Pinned,,english,,"Hopkins, Tapani",25.08.2015,09.09.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest with moderate Aframomum sp. undergrowth.

Original trap site description (verbatim as written in Uganda 2014): 
K30 slope. Tall shading forest but some undergrowth. (fallen tree nearby) Lots of Afromamum. Near K30-03. Not sure of this site, since the 'passage' I've placed it by is very vague. Saw a possible Cryptinae here.",,0.553325,30.362964,Wgs84,Gps,1493.41394,,Uganda,Kabarole district,25.08.2015 15:42 - 09.09.2015 09:00,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5844,2022-07-24T22:07:48+0300,HR.1648,GX.1930,GX.1931,GX.1954,GX.1985,GX.1998,GX.3753,Ok,,Ok,172/20/BOX9,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30ST4-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Swampy forest in a low elevation broad channel, presumably cut by the streams that flow through area. Sand, gravel, rocks and presumably clay underfoot, though covered by vegetation and plant debris near the trap. Trees are mainly Macaranga sp.

Original trap site description (verbatim as written in Uganda 2014): 
Same site as K30ST1, just moved slightly closer to the tree after the elephants uprooted the trap. Now they should have space to pass round the side. The trap is not in top condition (an elephant has stepped on it, what do you expect?) , trap head is buckled and there was a small tear in the roof (trap tail) + the mid cloth had come partly loose along a ca 10 cm length (ground level trap head end). The two latter have been repaired. Original site description: K30S river. Makaranga vegetation including diverse undergrowth, ferns, prunus saplings, and Makaranga trees. Trap spans an observed flight path of insects which we cleared a bit to make it more convenient for the insects. The sandgravel stream part of the river runs about 4 metres from the trap, crossing the flight path.",,0.541369,30.375476,Wgs84,Gps,1420.611938,,Uganda,Kabarole district,30.06.2015 09:36 - 14.07.2015 10:41,Fort Portal,Kibale National Park,Malaise,"Site K30S, Malaise trap K30ST4, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,Sorted to orders sample: from a 1/4 subsample that was sorted to orders.,1,antenna segments: 32; T1: 1.4,11.6,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5845,2022-07-24T22:07:48+0300,HR.1648,GX.1930,GX.1931,GX.1974,GX.1991,GX.1998,GX.3753,Ok,,Ok,172/20/BOX9,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.R93T2-150713,Pinned,,english,,"Hopkins, Tapani",29.06.2015,13.07.2015,"Regenerating forest, former plantation that was logged and left to regenerate to rainforest (clear cut 1987-1994). 

Trap site description:
Closed canopy forest with numerous small open patches where trees have fallen. Trap was by the thin branches of a recently fallen tree (Strychnos mitis).

Original trap site description (verbatim as written in Uganda 2014): 
By RAC4-20, fallent tree with lots of branches and the trap head points north towards the branches. “Passage” with tree on one side and taller undergrowth on other. Barely any insects appeared in the trap immediately after putting up, but it is fairly early in morning and there was rain, so they might not be very active.",,0.565384,30.359315,Wgs84,Gps,1507.948242,,Uganda,Kabarole district,29.06.2015 15:01 - 13.07.2015 11:46,Fort Portal,Kibale National Park,Malaise,"Site R93, Malaise trap R93T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,Sorted to orders sample: from a 1/4 subsample that was sorted to orders.,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5846,2022-07-24T22:07:48+0300,HR.1648,GX.1930,GX.1931,GX.1974,GX.1991,GX.1998,GX.3753,Ok,,Ok,172/20/BOX9,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.R93T2-150713,Pinned,,english,,"Hopkins, Tapani",29.06.2015,13.07.2015,"Regenerating forest, former plantation that was logged and left to regenerate to rainforest (clear cut 1987-1994). 

Trap site description:
Closed canopy forest with numerous small open patches where trees have fallen. Trap was by the thin branches of a recently fallen tree (Strychnos mitis).

Original trap site description (verbatim as written in Uganda 2014): 
By RAC4-20, fallent tree with lots of branches and the trap head points north towards the branches. “Passage” with tree on one side and taller undergrowth on other. Barely any insects appeared in the trap immediately after putting up, but it is fairly early in morning and there was rain, so they might not be very active.",,0.565384,30.359315,Wgs84,Gps,1507.948242,,Uganda,Kabarole district,29.06.2015 15:01 - 13.07.2015 11:46,Fort Portal,Kibale National Park,Malaise,"Site R93, Malaise trap R93T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,Sorted to orders sample: from a 1/4 subsample that was sorted to orders.,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5847,2022-07-24T22:07:39+0300,HR.1648,GX.1930,GX.1931,GX.1971,GX.1990,GX.1998,GX.3754,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K13T2-150827,Ethanol80,,english,,"Hopkins, Tapani",10.08.2015,27.08.2015,"Medium altitude moist evergreen forest, disturbed forest (50% basal area logged 1968-1969 and arboricides sprayed). 

Trap site description:
Swamp surrounded by disturbed forest. Extremely dense spiny vegetation, mainly Acanthus sp., and virtually no trees. Waterlogged throughout the year (though little visible water, mainly clinging mud).

Original trap site description (verbatim as written in Uganda 2014): 
K13 swamp / river, near K13-15 trap site. Trap spans a ‘passage’ lined by tall (3-4m) undergrowth, we slashed a tiny bit of vegetation to clear this passage but left most of it standing since seems to attract ichnos. Lots of elephant tracks, ichneumonid caught (A274). Also description from reearch diary: Passage with walls of tall 3m undergrowth (e.g. Acanthus), the passage has lower vegetation. A tree branch stretches to the passage. Ichneumonid caught here.",,0.595484,30.360468,Wgs84,Gps,1461.991333,,Uganda,Kabarole district,10.08.2015 09:51 - 27.08.2015 09:12,Fort Portal,Kibale National Park,Malaise,"Site K13, Malaise trap K13T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,This individual dried out and partly rotted before pinning. It was softened overnight with trisodium phosphate and then placed into a tube with ca. 80% ethanol (it is too fragile to pin).,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5848,2022-07-24T22:07:39+0300,HR.1648,GX.1930,GX.1931,GX.1971,GX.1990,GX.1998,GX.3754,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K13T2-150827,Ethanol80,,english,,"Hopkins, Tapani",10.08.2015,27.08.2015,"Medium altitude moist evergreen forest, disturbed forest (50% basal area logged 1968-1969 and arboricides sprayed). 

Trap site description:
Swamp surrounded by disturbed forest. Extremely dense spiny vegetation, mainly Acanthus sp., and virtually no trees. Waterlogged throughout the year (though little visible water, mainly clinging mud).

Original trap site description (verbatim as written in Uganda 2014): 
K13 swamp / river, near K13-15 trap site. Trap spans a ‘passage’ lined by tall (3-4m) undergrowth, we slashed a tiny bit of vegetation to clear this passage but left most of it standing since seems to attract ichnos. Lots of elephant tracks, ichneumonid caught (A274). Also description from reearch diary: Passage with walls of tall 3m undergrowth (e.g. Acanthus), the passage has lower vegetation. A tree branch stretches to the passage. Ichneumonid caught here.",,0.595484,30.360468,Wgs84,Gps,1461.991333,,Uganda,Kabarole district,10.08.2015 09:51 - 27.08.2015 09:12,Fort Portal,Kibale National Park,Malaise,"Site K13, Malaise trap K13T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,This individual dried out and partly rotted before pinning. It was softened overnight with trisodium phosphate and then placed into a tube with ca. 80% ethanol (it is too fragile to pin).,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5852,2022-07-24T22:07:39+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150127,Pinned,,english,,"Hopkins, Tapani",13.01.2015,27.01.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,13.01.2015 08:57 - 27.01.2015 08:30,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5853,2022-07-24T22:07:39+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150127,Pinned,,english,,"Hopkins, Tapani",13.01.2015,27.01.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,13.01.2015 08:57 - 27.01.2015 08:30,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,antenna segments: 33; T1: 2.2,15.8,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5859,2022-07-24T22:07:39+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150127,Pinned,,english,,"Hopkins, Tapani",13.01.2015,27.01.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,13.01.2015 08:57 - 27.01.2015 08:30,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5877,2022-07-24T22:07:01+0300,HR.1648,GX.1930,GX.1931,GX.1950,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX4,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T1-150825,Pinned,,english,,"Hopkins, Tapani",11.08.2015,25.08.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest with moderate Aframomum sp. undergrowth.

Original trap site description (verbatim as written in Uganda 2014): 
K30 slope. Tall shading forest but some undergrowth. (fallen tree nearby) Lots of Afromamum. Near K30-03. Not sure of this site, since the 'passage' I've placed it by is very vague. Saw a possible Cryptinae here.",,0.553325,30.362964,Wgs84,Gps,1493.41394,,Uganda,Kabarole district,11.08.2015 10:18 - 25.08.2015 15:42,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,There is a small chance this individual may actually be from sample K30ST1-141022. It was pinned slightly unclearly in the box. Three photos were taken by Tapani Hopkins of its placement in the box 8.6.2017.,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
